employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP2454,Ethan Gupta,534.0,Male,ethan.gupta@gmail.com,9.1942E+11,Dubai,UAE,Data science,Senior Data Scientist,Permanent,PhD,13-Sep-17,6,2099057.0,18.79,Average,10.0,6,4.08,Yes,2024.0,EMP1727,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",2.6,med,INR,linkedin.com/in/ethangupta320,Permenent
EMP3475,Ava Reddy,38.0,Non-binary,ava.reddy@gmail.com,(929) 562-7876,Delhi,India,Data science,Data Scientist,Permanent,Bachelor's,12-02-2017,6,1409350.0,18.79,Good,5.0,49,187.29,No,2015.0,EMP2216,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",2.4,Low,CAD,linkedin.com/in/avareddy710,Permenent
EMP2978,rahul chatterjee,25.0,Female,rahul.chatterjee@corp.com,Not Available,Sydney,Australia,Engineering,Senior SWE,Permanent,High School,06-Jun-15,8,1123852.0,34.75,Average,1.0,28,116.36,No,2021.0,EMP3077,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",1.1,High,INR,linkedin.com/in/rahulchatterjee338,Permenent
EMP2868,Rahul Desai,33.0,Prefer not to say,rahul.desai@gmail.com,Not Available,Singapore,Singapore,Legal,Legal Manager,Permanent,PhD,07-Dec-19,4,1294421.0,30.37,Good,9.0,48,13.95,0,2013.0,EMP2552,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",3.5,HIGH,GBP,linkedin.com/in/rahuldesai697,Permenent
EMP1870,Sunita Moore,50.0,Prefer not to say,sunita.moore@gmail.com,Not Available,Dubai,UAE,Engineering,Engineering Manager,Permanent,Associate,27-Feb-21,2,0.0,14.83,avg,2.0,29,176.42,No,2017.0,EMP3841,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",0.4,Medium,AUD,linkedin.com/in/sunitamoore745,Permenent
EMP3828,Unknown_employee,40.0,Male,kavya.davis@corp.com,9.17147E+11,London,UK,Sales,Sales Rep,Permanent,BE/BTech,06-07-2016,7,637847.0,34.51,Excellent,4.0,10,114.12,Yes,2023.0,EMP2902,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",2.6,low,USD,linkedin.com/in/kavyadavis69,Permenent
EMP3984,Deepak Jones,27.0,Prefer not to say,deepak.jones@company.in,-10916,San Francisco,USA,Finance,Controller,Contract,MBA,19-04-2013,10,1190936.0,31.25,Excellent,6.0,22,11.01,Yes,2014.0,EMP3297,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.1,Low,CAD,linkedin.com/in/deepakjones425,25-06-2024
EMP1190,Ethan Patel,45.0,Female,ethan.patel@hotmail.com,9.19052E+11,Toronto,Canada,Operations,Operations Analyst,Permanent,Master's,28-03-2013,10,634541.0,12.46,Good,1.0,26,107.35,Yes,2014.0,EMP1431,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",3.3,Medium,AUD,linkedin.com/in/ethanpatel905,Permenent
EMP3776,Liam Smith,50.0,Male,liam.smith@yahoo.com,-10363,Kolkata,India,Legal,Legal Counsel,Permanent,BE/BTech,01-30-2016,7,791176.0,19.04,Outstanding,10.0,32,0.29,Yes,2022.0,EMP2225,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",0.2,Medium,AUD,linkedin.com/in/liamsmith990,Permenent
EMP1979,Rohan Verma,50.0,Non-binary,rohan.verma@company.in,-4436,Bangalore,India,Data science,Data Analyst,Contract,MBA,04-11-2018,5,987573.0,24.2,Good,5.0,8,45.27,Yes,2024.0,EMP3474,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",4.9,Low,INR,linkedin.com/in/rohanverma601,02-04-2024
EMP1467,Abigail Desai,28.0,Male,abigail.desai@gmail.com,9.19887E+11,Ahmedabad,India,Operations,Chief Operating Officer,Permanent,Bachelor's,02-24-2018,5,1607803.0,37.21,Average,0.0,45,81.84,Yes,2019.0,EMP3082,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",0.9,Low,AUD,linkedin.com/in/abigaildesai330,Permenent
EMP2207,rajesh brown,47.0,Non-binary,rajesh.brown@yahoo.com,9.18583E+11,Bangalore,India,Sales,VP Sales,Permanent,PhD,02-28-2019,4,2061215.0,32.67,Excellent,9.0,24,51.47,Yes,2017.0,EMP1727,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",0.7,Medium,CAD,Not Available,Permenent
EMP2213,SNEHA SHAH,26.0,Non-binary,sneha.shah@gmail.com,8175986034,Dubai,UAE,Data science,Data Analyst,Permanent,Master's,09-26-2018,5,884234.0,12.78,Outstanding,6.0,19,192.88,No,2017.0,EMP1702,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",2.6,High,GBP,linkedin.com/in/snehashah953,Permenent
EMP1633,Rajesh Pillai,59.0,Non-binary,rajesh.pillai@corp.com,7610783617,Singapore,Singapore,Hr,HR Business Partner,Permanent,High School,28-11-2017,6,1201046.0,13.11,GOOD,2.0,37,181.56,No,2021.0,EMP1527,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",1.6,Low,AUD,linkedin.com/in/rajeshpillai725,Permenent
EMP2631,Meena Shah,27.0,Female,meena.shah@company.in,(465) 391-9686,Chennai,India,Engineering,Finance Manager,Permanent,Associate,01-Apr-10,13,1468642.0,16.88,Good,0.0,42,73.12,Yes,2021.0,EMP2707,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",1.5,Medium,GBP,linkedin.com/in/meenashah490,Permenent
EMP3335,Emma Iyer,33.0,Non-binary,emma.iyer@company.in,(726) 681-5990,Singapore,Singapore,Hr,Recruiter,Permanent,BE/BTech,16-06-2019,4,-929667.0,7.29,Below Average,0.0,12,99.85,No,2018.0,No Manager,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.0,med,AUD,linkedin.com/in/emmaiyer721,Permenent
EMP3272,Meena Reddy,57.0,Female,meena.reddy@gmail.com,8343310562,Mumbai,India,Legal,Legal Counsel,Contract,MBA,04-02-2017,6,712703.0,3.19,Good,70.0,3,3.74,Yes,2016.0,EMP3449,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",2.4,Low,AUD,linkedin.com/in/meenareddy967,16-03-2025
EMP1303,DEEPAK WILSON,56.0,Female,deepak.wilson@hotmail.com,-7767913016,Mumbai,India,Engineering,Engineering Manager,Permanent,PhD,07-11-2019,4,1958866.0,35.76,Average,2.0,17,196.6,Yes,2016.0,EMP3533,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",0.3,Low,GBP,linkedin.com/in/deepakwilson202,Permenent
EMP1598,PRIYA DAVIS,57.0,Male,priya.davis@yahoo.com,9.18214E+11,London,UK,Hr,HR Business Partner,Permanent,Bachelor's,08-11-2019,4,1244892.0,2.82,Average,7.0,38,129.83,Yes,2017.0,EMP3788,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",4.8,Low,AUD,linkedin.com/in/priyadavis560,Permenent
EMP3484,Mason Chatterjee,57.0,Prefer not to say,mason.chatterjee@gmail.com,9.19486E+11,Ahmedabad,India,Sales,Senior Sales Rep,Permanent,MCA,19-09-2011,12,1041048.0,25.81,1,0.0,16,147.85,Yes,2019.0,EMP3329,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",1.2,Low,CAD,linkedin.com/in/masonchatterjee848,Permenent
EMP1500,Logan Garcia,32.0,Non-binary,logan.garcia@company.in,9.17197E+11,Toronto,Canada,Hr,Chief Human Resources Officer,Contract,MCA,18-12-2012,11,1319921.0,9.64,Below Average,8.0,47,49.27,No,2015.0,EMP2045,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",1.9,Medium,CAD,linkedin.com/in/logangarcia694,26-05-2026
EMP2214,Ethan Garcia,41.0,Non-binary,ethan.garcia@hotmail.com,Not Available,Delhi,India,Finance,Finance Manager,Contract,BE/BTech,Not Available,1,1305241.0,7.36,Outstanding,2.0,45,145.59,No,2020.0,No Manager,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",3.9,Low,AUD,Not Available,09-11-2025
EMP1356,Rahul Bose,28.0,Female,rahul.bose@company.in,9.18191E+11,Chennai,India,Hr,Recruiter,Permanent,High School,10-26-2017,6,816317.0,12.95,Outstanding,2.0,13,114.01,Yes,2011.0,EMP1381,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",4.4,Medium,INR,linkedin.com/in/rahulbose868,Permenent
EMP1719,Kiran Miller,26.0,Female,kiran.miller@hotmail.com,Not Available,Singapore,Singapore,Marketing,Chief Marketing Officer,Permanent,MBA,Not Available,2,2059966.0,28.19,Average,3.0,11,168.86,0,2012.0,EMP3820,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.7,Medium,AUD,Not Available,Permenent
EMP3182,Evelyn Reddy,52.0,Female,evelyn.reddy@hotmail.com,9.17581E+11,Sydney,Australia,Legal,Chief Legal Officer,Permanent,Master's,29-Feb-20,3,2408733.0,36.03,Average,0.0,49,185.45,Yes,2014.0,EMP3248,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",2.4,Low,USD,linkedin.com/in/evelynreddy92,Permenent
EMP2901,Sneha Verma,31.0,Male,sneha.verma@corp.com,(729) 172-3568,Hyderabad,India,Operations,Chief Operating Officer,Permanent,Associate,22-02-2016,7,1468027.0,10.65,2,1.0,31,158.93,Yes,2017.0,No Manager,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",2.0,Low,GBP,linkedin.com/in/snehaverma655,Permenent
EMP1642,Vikram Singh,30.0,Male,vikram.singh@gmail.com,Not Available,New York,USA,Marketing,Chief Marketing Officer,Permanent,Bachelor's,18-Feb-20,3,1593321.0,35.78,Below Average,7.0,39,167.3,No,2020.0,EMP3894,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",2.0,Low,GBP,linkedin.com/in/vikramsingh460,Permenent
EMP3086,Charlotte Desai,36.0,Female,charlotte.desai@outlook.com,Not Available,New York,USA,Sales,Sales Manager,Permanent,BE/BTech,07-Dec-10,13,1028760.0,24.95,Good,0.0,38,30.98,No,2011.0,EMP1613,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",0.8,Medium,AUD,linkedin.com/in/charlottedesai837,Permenent
EMP2380,Unknown_employee,45.0,Female,mason.kumar@@corp.com,-7547778719,Sydney,Australia,Hr,HR Manager,Contract,MCA,21-01-2019,4,816317.0,31.34,Below Average,9.0,8,158.62,Yes,2018.0,EMP2693,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",4.9,Low,GBP,Not Available,03-04-2026
EMP3472,Emma Singh,28.0,Non-binary,emma.singh@yahoo.com,-9102,Chennai,India,Operations,Supply Chain Analyst,Permanent,BE/BTech,04-Sep-19,4,921512.0,21.75,Average,5.0,44,6.25,Yes,2011.0,EMP3682,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",2.9,Low,USD,Not Available,Permenent
EMP3761,Sophia Iyer,41.0,Prefer not to say,sophia.iyer@outlook.com,7437064417,New York,USA,Legal,Associate,Permanent,MCA,05-25-2010,13,1230012.0,31.07,Average,1.0,9,181.99,Yes,2021.0,EMP2191,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",2.9,High,CAD,linkedin.com/in/sophiaiyer382,Permenent
EMP2675,Deepak Shah,45.0,Female,deepak.shah@gmail.com,7972502718,Pune,India,Finance,Chief Financial Officer,Permanent,BE/BTech,08-15-2013,10,2103818.0,38.55,Below Average,78.0,12,130.79,No,2011.0,EMP3032,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.5,Medium,INR,linkedin.com/in/deepakshah947,Permenent
EMP3529,Harper Pillai,52.0,Female,harper.pillai@hotmail.com,(803) 406-4276,Toronto,Canada,Data science,ML Engineer,Contract,High School,22-Jun-14,9,1594556.0,2.24,Outstanding,0.0,45,56.03,Yes,2021.0,No Manager,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",3.5,Medium,CAD,linkedin.com/in/harperpillai220,17-08-2026
EMP1576,Emma Davis,51.0,Non-binary,emma.davis@yahoo.com,(624) 895-1059,Sydney,Australia,Marketing,Marketing Analyst,Contract,Associate,09-18-2017,6,592639.0,32.05,Outstanding,1.0,3,42.55,Yes,2024.0,EMP3568,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",0.0,High,CAD,linkedin.com/in/emmadavis362,19-12-2026
EMP2024,Charlotte Verma,35.0,Male,charlotte.verma@company.in,-4632,Hyderabad,India,Product,Chief Product Officer,Permanent,Associate,05-07-2010,11,2215651.0,37.88,Outstanding,7.0,36,5.79,Yes,2014.0,No Manager,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",4.6,High,AUD,linkedin.com/in/charlotteverma898,Permenent
EMP3505,Meena Chatterjee,50.0,Non-binary,meena.chatterjee@corp.com,9.19961E+11,San Francisco,USA,Engineering,Engineering Manager,Permanent,Bachelor's,05-20-2016,7,1819492.0,15.42,Average,4.0,2,116.31,Yes,2022.0,EMP2757,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",3.8,Medium,AUD,Not Available,Permenent
EMP1671,Amelia Reddy,60.0,Male,amelia.reddy@yahoo.com,-8884092290,Pune,India,Marketing,Marketing Manager,Permanent,Associate,25-04-2014,9,992981.0,34.1,Outstanding,4.0,21,4.7,Yes,2018.0,EMP1202,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.1,High,GBP,linkedin.com/in/ameliareddy308,Permenent
EMP3473,MASON JOSHI,914.0,Male,mason.joshi@corp.com,(763) 298-5827,Sydney,Australia,Data science,ML Engineer,Permanent,PhD,29-Nov-18,5,1613742.0,34.55,Excellent,6.0,10,30.62,No,2010.0,EMP2918,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",1.6,Low,CAD,linkedin.com/in/masonjoshi386,Permenent
EMP3199,Rajesh Kumar,45.0,Prefer not to say,rajesh.kumar@yahoo.com,(873) 294-7926,Hyderabad,India,Customer support,Support Agent,Contract,MBA,10-01-2013,10,452116.0,28.22,4,1.0,32,106.69,Yes,2022.0,EMP2632,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",3.2,Medium,CAD,linkedin.com/in/rajeshkumar762,25-05-2025
EMP2550,Ethan Smith,46.0,Non-binary,ethan.smith@company.in,Not Available,Mumbai,India,Customer support,Support Manager,Permanent,Master's,20-10-2012,11,928667.0,92.04,Below Average,3.0,20,35.86,No,2014.0,EMP2694,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",4.1,High,USD,Not Available,Permenent
EMP2826,Nisha Rao,-8.0,Non-binary,nisha.rao@yahoo.com,8628844673,Kolkata,India,Engineering,Engineering Manager,Contract,Associate,04-30-2021,2,1784916.0,22.57,Excellent,7.0,42,151.63,No,2014.0,EMP3015,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",1.7,High,USD,linkedin.com/in/nisharao852,18-05-2026
EMP2198,Amit Malhotra,32.0,Non-binary,amit.malhotra@company.in,Not Available,London,UK,Hr,Recruiter,Permanent,Bachelor's,23-06-2012,11,766204.0,32.37,Good,3.0,22,66.77,No,2019.0,EMP3654,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",3.3,Low,AUD,linkedin.com/in/amitmalhotra900,Permenent
EMP3299,Jackson Chopra,28.0,Non-binary,jackson.chopra@hotmail.com,(431) 678-8360,Pune,India,Operations,Ops Manager,Permanent,MBA,02-Feb-20,3,718585.0,5.76,Good,0.0,24,109.27,No,2015.0,EMP3685,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",0.2,High,INR,linkedin.com/in/jacksonchopra201,Permenent
EMP2463,Ethan Chopra,38.0,Non-binary,ethan.chopra@yahoo.com,Not Available,Pune,India,Marketing,Chief Marketing Officer,Contract,Bachelor's,01-29-2020,3,1995406.0,8.97,2,4.0,33,80.17,Yes,2021.0,EMP1144,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",1.0,med,INR,linkedin.com/in/ethanchopra536,17-03-2026
EMP3804,Abigail Singh,56.0,Male,abigail.singh@company.in,(540) 352-2097,Kolkata,India,Sales,VP Sales,Permanent,MBA,31-10-2010,13,1797474.0,22.09,Below Average,3.0,42,141.03,Yes,2010.0,EMP1463,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",2.6,Medium,USD,linkedin.com/in/abigailsingh951,Permenent
EMP2125,William Singh,41.0,Prefer not to say,william.singh@outlook.com,(924) 548-8199,Ahmedabad,India,Operations,Ops Manager,Contract,High School,02-12-2019,4,731361.0,26.07,Average,1.0,29,190.85,0,2020.0,EMP3584,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",2.8,Medium,AUD,linkedin.com/in/williamsingh342,16-10-2024
EMP1212,ABIGAIL RAO,30.0,Prefer not to say,abigail.rao@corp.com,9.17993E+11,Dubai,UAE,Operations,Logistics Coordinator,Contract,Bachelor's,10-Feb-12,11,1178185.0,5.59,Outstanding,1.0,3,123.48,No,2017.0,EMP3585,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",1.0,Low,GBP,linkedin.com/in/abigailrao246,16-06-2024
EMP1812,Aarav Malhotra,50.0,Male,aarav.malhotra@outlook.com,(264) 517-4373,San Francisco,USA,Legal,Chief Legal Officer,Permanent,MCA,24-Apr-20,3,1823021.0,69.54,Average,8.0,6,119.2,Yes,2010.0,EMP2317,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",0.4,High,INR,linkedin.com/in/aaravmalhotra420,Permenent
EMP3842,Emma Bose,46.0,Male,emma.bose@outlook.com,7034837786,San Francisco,USA,Product,Group PM,Permanent,High School,27-Aug-16,7,1952011.0,18.56,Outstanding,8.0,14,66.73,No,2017.0,EMP3348,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",5.0,High,USD,Not Available,Permenent
EMP1039,Arjun Rao,28.0,Female,arjun.rao@company.in,-9744498188,Dubai,UAE,Engineering,Lead Engineer,Permanent,BE/BTech,17-Nov-12,11,1448117.0,39.21,Outstanding,15.0,9,198.85,No,2020.0,EMP2862,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",0.9,Medium,INR,Not Available,Permenent
EMP2292,Isabella Desai,43.0,Female,isabella@desai,9967526977,Sydney,Australia,Finance,Senior Analyst,Permanent,BE/BTech,11-11-2013,10,911896.0,19.11,Average,3.0,47,23.15,No,2016.0,EMP3023,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",1.9,Medium,INR,linkedin.com/in/isabelladesai385,Permenent
EMP2282,Amit Kumar,33.0,Prefer not to say,amit.kumar@gmail.com,-8270238975,Pune,India,Finance,Finance Manager,Permanent,PhD,21-02-2023,0,1371200.0,192.37,Good,6.0,22,145.9,No,2023.0,EMP1051,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",4.1,Low,CAD,linkedin.com/in/amitkumar980,Permenent
EMP1674,Kavya Desai,55.0,Female,kavya.desai@corp.com,Not Available,Mumbai,India,Data science,Data Scientist,Permanent,Master's,10-Jan-10,13,1139960.0,18.79,Excellent,3.0,44,14.39,No,2022.0,EMP2497,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",5.0,High,AUD,linkedin.com/in/kavyadesai972,Permenent
EMP2356,Lucas Brown,49.0,Male,lucas.brown@company.in,9.19548E+11,London,UK,Data science,Data Scientist,Permanent,PhD,12-Feb-20,3,1294040.0,24.32,Below Average,8.0,45,83.19,No,2022.0,EMP1575,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",4.7,HIGH,AUD,linkedin.com/in/lucasbrown538,Permenent
EMP2952,William Pillai,56.0,Male,william.pillai@corp.com,(801) 222-2163,London,UK,Engineering,DevOps Engineer,Permanent,Associate,04-17-2011,12,2633122.0,13.22,Excellent,7.0,8,43.04,No,2022.0,EMP1742,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",3.6,Low,AUD,linkedin.com/in/williampillai702,Permenent
